Review,Rating,document
"movenpick hotel amsterdam not city center funny hotel offical movenpick hotel amsterdam city center, hotel not city center, n't wrong not suburbs 15 minute walk central train station, european standards not city centre, hotel offers shuttle service central station sits 4 runs hour stops 6pm plus reserve seat, things hotel improve regular shuttle service, hand hotel new sleek modern great rooms,",4,19308
"good service lot restaurants hotel, beach nice, service good, staffs friendly kind, manager patient gave lot tips bali, enjoy bali holiday, thanks,",4,15065
"excellent position n't better view studio neptune fountain studio 5th floor extreme rh building,",5,19447
"warning dont amstel botel partner booked night stay hotel left night, hotel reached 10 min ferry ride city station time want come hotel amstel botel moored looks like ship graveyard dumped way, thier little apart restaurant.the botel dated drab no way luxurious described bedrooms basic small wc/shower carpet threadbare holes curtains.thier smell people smoking weed sick.the breakfast poor not presented amstel botel not suitable age groups location really feel punished way offered hotel think book,",1,10441
"great place relax stayed nights, stayed upper unit fantastic view nice cross breeze balcony doors open, caves water great fun adventure adults children, beach accessible directions nice long walk, ate restaurant night enjoyed ambience food.our compliments chef seafood dishes rated right restaurants visited san juan quality presentation.we drove pr 2 weeks stayed different locations, favorite, great value price,",4,13416
"fabulous experience hilton wife pleasure staying times square hilton 2 nights december, moment enter lobby 21st floor forget hustle bustle outside feeling smaller boutique hotel, staff far friendliest accommodating midtown manhattan hotels stayed, particular ernest desk franklin concierge, send special thank warm holiday greetings, room extremely clean kept oh, spectacular bed pillows hard morning, recommended hotel friends family travel manhattan, returning hilton times square future trips new york way room beautiful view boot,",5,5759
"nusa dua bali fantastic, stayed 10 days say fantastic hotel, arrived long flight 16 hours not really knowing day week start evryone friendly.we came honeymoon lot couples hotel really nice upgraded gold say extra money worth upraged massive room access mini bar room service massage laundry got, reccomend private romantic meal beach lobster ate restaurant evenings lunched shops just meant avided buffet nice inclusives eat quickly, hotel entertainment come round evening singing songs request quality, hotel calefornia excellent loads human dukeboxes hotel clean staff no help private tour island amazing visit art galleries guarantee come, took 4, pool great shaded edge sunbathing beach lovely negative lot watersports going not opportunity snorkling swimming sea unless roped area.all fantastic place great island people frindley small tips long way earn pennies month.hope helps def returning island,",5,15790
"magical majestic recently returned fabulous trip barcelona granada, barcelona magical 3 night stay hotel majestic, reserved jr. suite stay 2 nights 3rd night free special, room 6th floor clean non-smoking, great view passieg gracia shortly arriving huge plate fresh fruit bottled water delivered room__Ç_Èery classy, jr. suite great shower robes slippers nice towels comfortable bed good linens, thing strange king bed obvious bed pushed, staff helpful answered questions suggestions, location excellent, walked sagrada familia la rambla barri gotic la pedrera casa batllo, terms services quality say staying jr. suite majestic like staying upgraded room club level sheraton united states, jr. suite hotel majestic exceeded expectations, great place stay barcelona,",5,4589
"melia awesome, just returned 6 day stay melia july 4-9. went ahead upgraded royal services reading complaints, not say resort, rooms early came turn sheets draw bath nights, really catered, want premium alcohol just ask, frozen drink machines n't alcohol kids ask understand n't add, food pool spa, great, did notice winning casino pull dealer heartbeat, negative thing comment dinner men shorts sandals tennis shoes, husband loved dress casual reading reviews did n't bring casual dinner, saw turned away not royal service, plan returning melia year,",5,3060
"faultless, great hotel, stayed trip berlin flying weekend, excellent hotel said faultless service facilities, used club floor highly recommend, debrosses brasserie good not expensive high quality food, berlin great lots spite poor weather stay, hotel anytime,",5,14393
"okay stay good room mixed feelings hotel, stayed nights night room hot sun no airco noisy construction site worked went 24hours day unpleasant smell diesel cars used workers, resulted short night.the day asked room hotel got problems, room better, cool shadow hotel noise construction site no nasty smells, room small clean bed good separate shower toilet.location hotel great right centre berlin restaurants bars nearby train/s-bahn etc.breakfast okay staff friendly general exceptions,",3,20274
